"","intercepts","slopes","R2"
"1",0.078426173527915,-7.96452777359549e-05,0.00525120883863395
"2",0.084517240205567,-9.01413623620899e-05,0.00594868327731413
"3",0.0781378843496058,-6.7356105554727e-05,0.0035353719616914
"4",0.075007626234937,-5.57718644320967e-05,0.00282472568164782
"5",0.0780379680900751,-6.69592216830283e-05,0.00351861354966621
"6",0.0776871661445377,-6.10955234124773e-05,0.00295972377931109
"7",0.0779805994619063,-7.12714073198028e-05,0.00420685488431449
"8",0.0696768549034053,-4.68163737430973e-05,0.00209764947055779
"9",0.0799149234319894,-4.77895889207125e-05,0.00173808732945324
"10",0.077005294090593,-7.6007160686734e-05,0.00501307754609448
"11",0.0759600780581447,-5.13254916160305e-05,0.00222766565798049
"12",0.0754182027371924,-6.16547173587069e-05,0.00329875205364594
"13",0.0708478664501517,-5.13670524272684e-05,0.00245607260796399
"14",0.0810959931311187,-6.43343391395234e-05,0.00308470859774312
"15",0.0768353563066463,-7.41816323795033e-05,0.0046408740679561
"16",0.0834081792076404,-6.96074637905384e-05,0.0034609186545238
"17",0.0779824325024892,-6.59157008241007e-05,0.00351280777486496
"18",0.0762426115526629,-4.44059500643878e-05,0.00156260157139809
"19",0.0723487548443042,-5.74721054519399e-05,0.00295932455730208
"20",0.0809294625568437,-7.22276564385607e-05,0.00390209621713
"21",0.0775242691661608,-6.18659071901268e-05,0.00312278681805844
"22",0.0826050158027071,-7.02285918512889e-05,0.00346595063591892
"23",0.0744808090199679,-5.58820474896623e-05,0.00262357364458399
"24",0.0808226028976882,-6.16673833994375e-05,0.00284935577419521
"25",0.0757844178065605,-4.97828381694739e-05,0.00200051752185415
"26",0.076120313397164,-5.88756814632601e-05,0.00292152201853524
"27",0.0782992292336434,-6.06415892776422e-05,0.0029035564166856
"28",0.0832414140056688,-7.27320517425414e-05,0.00398958452857634
"29",0.0816552173887532,-6.66007453902244e-05,0.00323320086583456
"30",0.0750587354176844,-6.02212001499958e-05,0.00316126184949117
"31",0.075258565638846,-4.51582799104099e-05,0.00164166018478762
"32",0.0749140110473658,-6.29130429861234e-05,0.0033809688205344
"33",0.0780070618899021,-5.23204776343782e-05,0.00218316382351869
"34",0.0742046178982021,-2.38698483781128e-05,0.000439321362323719
"35",0.0778972416827408,-5.61541064994597e-05,0.0025209966556653
